"region","vaccine","year","coverage"
"Latin America & Caribbean","hib3","2014.0","89.0"
"Latin America & Caribbean","mcv1","2014.0","93.0"
"Latin America & Caribbean","mcv2","2014.0","73.0"
"Latin America & Caribbean","pcv3","2014.0","79.0"
"Latin America & Caribbean","pol3","2014.0","89.0"
"Latin America & Caribbean","rcv1","2014.0","93.0"
"Latin America & Caribbean","rotac","2014.0","74.0"
"Latin America & Caribbean","yfv","2014.0","56.0"
"Middle East & North Africa","bcg","2014.0","95.0"
"Middle East & North Africa","dtp1","2014.0","93.0"
"Middle East & North Africa","dtp3","2014.0","89.0"
"Middle East & North Africa","hepb3","2014.0","89.0"
"Middle East & North Africa","hepbb","2014.0","44.0"
"Middle East & North Africa","hib3","2014.0","74.0"
"Middle East & North Africa","mcv1","2014.0","89.0"
"Middle East & North Africa","mcv2","2014.0","83.0"
"Middle East & North Africa","pcv3","2014.0","25.0"
"Middle East & North Africa","pol3","2014.0","89.0"
"Middle East & North Africa","rcv1","2014.0","73.0"
"Middle East & North Africa","rotac","2014.0","23.0"
"North America","dtp1","2014.0","98.0"
"North America","dtp3","2014.0","95.0"
"North America","hepb3","2014.0","89.0"
"North America","hepbb","2014.0","66.0"
"North America","hib3","2014.0","93.0"
"North America","mcv1","2014.0","92.0"
"North America","mcv2","2014.0","91.0"
"North America","pcv3","2014.0","92.0"
"North America","pol3","2014.0","93.0"
"North America","rcv1","2014.0","92.0"
"North America","rotac","2014.0","66.0"
"South Asia","bcg","2014.0","89.0"
"South Asia","dtp1","2014.0","89.0"
"South Asia","dtp3","2014.0","83.0"
"South Asia","hepb3","2014.0","79.0"
"South Asia","hepbb","2014.0","29.0"
"South Asia","hib3","2014.0","38.0"
"South Asia","mcv1","2014.0","83.0"
"South Asia","mcv2","2014.0","59.0"
"South Asia","pcv3","2014.0","12.0"
"South Asia","pol3","2014.0","82.0"
"South Asia","rcv1","2014.0","11.0"
"South Asia","rotac","2014.0","0.0"
"West & Central Africa","bcg","2014.0","70.0"
"West & Central Africa","dtp1","2014.0","71.0"
"West & Central Africa","dtp3","2014.0","64.0"
"West & Central Africa","hepb3","2014.0","64.0"
"West & Central Africa","hepbb","2014.0","0.0"
"West & Central Africa","hib3","2014.0","64.0"
"West & Central Africa","mcv1","2014.0","62.0"
"West & Central Africa","mcv2","2014.0","5.0"
"West & Central Africa","pcv3","2014.0","34.0"
"West & Central Africa","pol3","2014.0","66.0"
"West & Central Africa","rcv1","2014.0","7.0"
"West & Central Africa","rotac","2014.0","14.0"
"West & Central Africa","yfv","2014.0","60.0"
"Western Europe","bcg","2014.0","77.0"
"Western Europe","dtp1","2014.0","98.0"
"Western Europe","dtp3","2014.0","96.0"
"Western Europe","hepb3","2014.0","69.0"
"Western Europe","hepbb","2014.0","9.0"
"Western Europe","hib3","2014.0","96.0"
"Western Europe","mcv1","2014.0","94.0"
"Western Europe","mcv2","2014.0","86.0"
"Western Europe","pcv3","2014.0","68.0"
"Western Europe","pol3","2014.0","96.0"
"Western Europe","rcv1","2014.0","94.0"
"Western Europe","rotac","2014.0","14.0"
"Global","bcg","2013.0","89.0"
"Global","dtp1","2013.0","89.0"
"Global","dtp3","2013.0","84.0"
"Global","hepb3","2013.0","79.0"
"Global","hepbb","2013.0","35.0"
"Global","hib3","2013.0","51.0"
"Global","mcv1","2013.0","84.0"
"Global","mcv2","2013.0","56.0"
"Global","pcv3","2013.0","26.0"
"Global","pol3","2013.0","84.0"
"Global","rcv1","2013.0","43.0"
"Global","rotac","2013.0","14.0"
"Global","yfv","2013.0","40.0"
"East Asia & Pacific","bcg","2013.0","95.0"
"East Asia & Pacific","dtp1","2013.0","95.0"
"East Asia & Pacific","dtp3","2013.0","93.0"
"East Asia & Pacific","hepb3","2013.0","90.0"
"East Asia & Pacific","hepbb","2013.0","65.0"
"East Asia & Pacific","hib3","2013.0","22.0"
"East Asia & Pacific","mcv1","2013.0","94.0"
"East Asia & Pacific","mcv2","2013.0","88.0"
"East Asia & Pacific","pcv3","2013.0","5.0"
"East Asia & Pacific","pol3","2013.0","94.0"
"East Asia & Pacific","rcv1","2013.0","71.0"
"East Asia & Pacific","rotac","2013.0","3.0"
"Eastern & Southern Africa","bcg","2013.0","84.0"
"Eastern & Southern Africa","dtp1","2013.0","84.0"
"Eastern & Southern Africa","dtp3","2013.0","77.0"
"Eastern & Southern Africa","hepb3","2013.0","76.0"
"Eastern & Southern Africa","hepbb","2013.0","0.0"
"Eastern & Southern Africa","hib3","2013.0","76.0"
"Eastern & Southern Africa","mcv1","2013.0","77.0"
"Eastern & Southern Africa","mcv2","2013.0","10.0"
"Eastern & Southern Africa","pcv3","2013.0","49.0"
"Eastern & Southern Africa","pol3","2013.0","79.0"
"Eastern & Southern Africa","rcv1","2013.0","0.0"
"Eastern & Southern Africa","rotac","2013.0","26.0"
"Eastern & Southern Africa","yfv","2013.0","2.0"
"Eastern Europe & Central Asia","bcg","2013.0","97.0"
"Eastern Europe & Central Asia","dtp1","2013.0","96.0"
"Eastern Europe & Central Asia","dtp3","2013.0","95.0"
"Eastern Europe & Central Asia","hepb3","2013.0","93.0"
"Eastern Europe & Central Asia","hepbb","2013.0","64.0"
"Eastern Europe & Central Asia","hib3","2013.0","65.0"
"Eastern Europe & Central Asia","mcv1","2013.0","96.0"
"Eastern Europe & Central Asia","mcv2","2013.0","93.0"
"Eastern Europe & Central Asia","pcv3","2013.0","25.0"
"Eastern Europe & Central Asia","pol3","2013.0","95.0"
"Eastern Europe & Central Asia","rcv1","2013.0","96.0"
"Eastern Europe & Central Asia","rotac","2013.0","1.0"
"Latin America & Caribbean","bcg","2013.0","94.0"
"Latin America & Caribbean","dtp1","2013.0","94.0"
"Latin America & Caribbean","dtp3","2013.0","90.0"
"Latin America & Caribbean","hepb3","2013.0","89.0"
"Latin America & Caribbean","hepbb","2013.0","66.0"
"Latin America & Caribbean","hib3","2013.0","90.0"
"Latin America & Caribbean","mcv1","2013.0","92.0"
"Latin America & Caribbean","mcv2","2013.0","61.0"
"Latin America & Caribbean","pcv3","2013.0","74.0"
"Latin America & Caribbean","pol3","2013.0","88.0"
"Latin America & Caribbean","rcv1","2013.0","92.0"
"Latin America & Caribbean","rotac","2013.0","73.0"
"Latin America & Caribbean","yfv","2013.0","55.0"
"Middle East & North Africa","bcg","2013.0","95.0"
"Middle East & North Africa","dtp1","2013.0","93.0"
"Middle East & North Africa","dtp3","2013.0","90.0"
"Middle East & North Africa","hepb3","2013.0","91.0"
"Middle East & North Africa","hepbb","2013.0","44.0"
"Middle East & North Africa","hib3","2013.0","50.0"
"Middle East & North Africa","mcv1","2013.0","90.0"
"Middle East & North Africa","mcv2","2013.0","78.0"
"Middle East & North Africa","pcv3","2013.0","24.0"
"Middle East & North Africa","pol3","2013.0","90.0"
"Middle East & North Africa","rcv1","2013.0","66.0"
"Middle East & North Africa","rotac","2013.0","24.0"
"North America","dtp1","2013.0","98.0"
"North America","dtp3","2013.0","94.0"
"North America","hepb3","2013.0","88.0"
"North America","hepbb","2013.0","67.0"
"North America","hib3","2013.0","93.0"
"North America","mcv1","2013.0","92.0"
"North America","mcv2","2013.0","91.0"
"North America","pcv3","2013.0","91.0"
"North America","pol3","2013.0","93.0"
"North America","rcv1","2013.0","92.0"
"North America","rotac","2013.0","67.0"
"South Asia","bcg","2013.0","90.0"
"South Asia","dtp1","2013.0","89.0"
"South Asia","dtp3","2013.0","81.0"
"South Asia","hepb3","2013.0","72.0"
"South Asia","hepbb","2013.0","26.0"
"South Asia","hib3","2013.0","37.0"
"South Asia","mcv1","2013.0","81.0"
"South Asia","mcv2","2013.0","52.0"
"South Asia","pcv3","2013.0","10.0"
"South Asia","pol3","2013.0","80.0"
"South Asia","rcv1","2013.0","10.0"
"South Asia","rotac","2013.0","0.0"
"West & Central Africa","bcg","2013.0","69.0"
"West & Central Africa","dtp1","2013.0","71.0"
"West & Central Africa","dtp3","2013.0","63.0"
"West & Central Africa","hepb3","2013.0","63.0"
"West & Central Africa","hepbb","2013.0","0.0"
"West & Central Africa","hib3","2013.0","57.0"
"West & Central Africa","mcv1","2013.0","62.0"
"West & Central Africa","mcv2","2013.0","3.0"
"West & Central Africa","pcv3","2013.0","20.0"
"West & Central Africa","pol3","2013.0","63.0"
"West & Central Africa","rcv1","2013.0","7.0"
"West & Central Africa","rotac","2013.0","4.0"
"West & Central Africa","yfv","2013.0","60.0"
"Western Europe","bcg","2013.0","78.0"
"Western Europe","dtp1","2013.0","98.0"
"Western Europe","dtp3","2013.0","96.0"
"Western Europe","hepb3","2013.0","67.0"
"Western Europe","hepbb","2013.0","9.0"
"Western Europe","hib3","2013.0","96.0"
"Western Europe","mcv1","2013.0","94.0"
"Western Europe","mcv2","2013.0","85.0"
"Western Europe","pcv3","2013.0","67.0"
"Western Europe","pol3","2013.0","96.0"
"Western Europe","rcv1","2013.0","94.0"
"Western Europe","rotac","2013.0","4.0"
"Global","bcg","2012.0","89.0"
"Global","dtp1","2012.0","90.0"
"Global","dtp3","2012.0","84.0"
"Global","hepb3","2012.0","80.0"
"Global","hepbb","2012.0","32.0"
"Global","hib3","2012.0","45.0"
"Global","mcv1","2012.0","84.0"
"Global","mcv2","2012.0","51.0"
"Global","pcv3","2012.0","20.0"
"Global","pol3","2012.0","84.0"
"Global","rcv1","2012.0","40.0"
"Global","rotac","2012.0","11.0"
"Global","yfv","2012.0","36.0"
"East Asia & Pacific","bcg","2012.0","96.0"
"East Asia & Pacific","dtp1","2012.0","96.0"
"East Asia & Pacific","dtp3","2012.0","95.0"
"East Asia & Pacific","hepb3","2012.0","90.0"
"East Asia & Pacific","hepbb","2012.0","63.0"
"East Asia & Pacific","hib3","2012.0","15.0"
"East Asia & Pacific","mcv1","2012.0","94.0"
"East Asia & Pacific","mcv2","2012.0","85.0"
"East Asia & Pacific","pcv3","2012.0","5.0"
"East Asia & Pacific","pol3","2012.0","95.0"
"East Asia & Pacific","rcv1","2012.0","69.0"
"East Asia & Pacific","rotac","2012.0","1.0"
"Eastern & Southern Africa","bcg","2012.0","86.0"
"Eastern & Southern Africa","dtp1","2012.0","86.0"
"Eastern & Southern Africa","dtp3","2012.0","77.0"
"Eastern & Southern Africa","hepb3","2012.0","75.0"
"Eastern & Southern Africa","hepbb","2012.0","0.0"
"Eastern & Southern Africa","hib3","2012.0","75.0"
"Eastern & Southern Africa","mcv1","2012.0","78.0"
"Eastern & Southern Africa","mcv2","2012.0","6.0"
"Eastern & Southern Africa","pcv3","2012.0","27.0"
"Eastern & Southern Africa","pol3","2012.0","78.0"
"Eastern & Southern Africa","rcv1","2012.0","0.0"
"Eastern & Southern Africa","rotac","2012.0","12.0"
"Eastern & Southern Africa","yfv","2012.0","3.0"
"Eastern Europe & Central Asia","bcg","2012.0","97.0"
"Eastern Europe & Central Asia","dtp1","2012.0","95.0"
"Eastern Europe & Central Asia","dtp3","2012.0","95.0"
"Eastern Europe & Central Asia","hepb3","2012.0","92.0"
"Eastern Europe & Central Asia","hepbb","2012.0","64.0"
"Eastern Europe & Central Asia","hib3","2012.0","65.0"
"Eastern Europe & Central Asia","mcv1","2012.0","95.0"
"Eastern Europe & Central Asia","mcv2","2012.0","90.0"
"Eastern Europe & Central Asia","pcv3","2012.0","24.0"
"Eastern Europe & Central Asia","pol3","2012.0","95.0"
"Eastern Europe & Central Asia","rcv1","2012.0","95.0"
"Eastern Europe & Central Asia","rotac","2012.0","0.0"
"Latin America & Caribbean","bcg","2012.0","97.0"
"Latin America & Caribbean","dtp1","2012.0","96.0"
"Latin America & Caribbean","dtp3","2012.0","93.0"
"Latin America & Caribbean","hepb3","2012.0","92.0"
"Latin America & Caribbean","hepbb","2012.0","65.0"
"Latin America & Caribbean","hib3","2012.0","91.0"
"Latin America & Caribbean","mcv1","2012.0","95.0"
"Latin America & Caribbean","mcv2","2012.0","66.0"
"Latin America & Caribbean","pcv3","2012.0","71.0"
"Latin America & Caribbean","pol3","2012.0","93.0"
"Latin America & Caribbean","rcv1","2012.0","95.0"
"Latin America & Caribbean","rotac","2012.0","75.0"
"Latin America & Caribbean","yfv","2012.0","54.0"
"Middle East & North Africa","bcg","2012.0","94.0"
"Middle East & North Africa","dtp1","2012.0","93.0"
"Middle East & North Africa","dtp3","2012.0","88.0"
"Middle East & North Africa","hepb3","2012.0","87.0"
"Middle East & North Africa","hepbb","2012.0","42.0"
"Middle East & North Africa","hib3","2012.0","47.0"
"Middle East & North Africa","mcv1","2012.0","89.0"
"Middle East & North Africa","mcv2","2012.0","77.0"
"Middle East & North Africa","pcv3","2012.0","22.0"
"Middle East & North Africa","pol3","2012.0","88.0"
"Middle East & North Africa","rcv1","2012.0","67.0"
"Middle East & North Africa","rotac","2012.0","13.0"
"North America","dtp1","2012.0","97.0"
"North America","dtp3","2012.0","94.0"
"North America","hepb3","2012.0","88.0"
"North America","hepbb","2012.0","66.0"
"North America","hib3","2012.0","93.0"
"North America","mcv1","2012.0","91.0"
"North America","mcv2","2012.0","90.0"
"North America","pcv3","2012.0","90.0"
"North America","pol3","2012.0","93.0"
"North America","rcv1","2012.0","91.0"
"North America","rotac","2012.0","63.0"
"South Asia","bcg","2012.0","90.0"
"South Asia","dtp1","2012.0","88.0"
"South Asia","dtp3","2012.0","80.0"
"South Asia","hepb3","2012.0","74.0"
"South Asia","hepbb","2012.0","16.0"
"South Asia","hib3","2012.0","22.0"
"South Asia","mcv1","2012.0","80.0"
"South Asia","mcv2","2012.0","37.0"
"South Asia","pcv3","2012.0","0.0"
"South Asia","pol3","2012.0","78.0"
"South Asia","rcv1","2012.0","3.0"
"South Asia","rotac","2012.0","0.0"
"West & Central Africa","bcg","2012.0","73.0"
"West & Central Africa","dtp1","2012.0","72.0"
"West & Central Africa","dtp3","2012.0","63.0"
"West & Central Africa","hepb3","2012.0","63.0"
"West & Central Africa","hepbb","2012.0","0.0"
"West & Central Africa","hib3","2012.0","51.0"
"West & Central Africa","mcv1","2012.0","62.0"
"West & Central Africa","mcv2","2012.0","3.0"
"West & Central Africa","pcv3","2012.0","14.0"
"West & Central Africa","pol3","2012.0","64.0"
"West & Central Africa","rcv1","2012.0","0.0"
"West & Central Africa","rotac","2012.0","2.0"
"West & Central Africa","yfv","2012.0","52.0"
"Western Europe","bcg","2012.0","82.0"
"Western Europe","dtp1","2012.0","99.0"
"Western Europe","dtp3","2012.0","97.0"
"Western Europe","hepb3","2012.0","66.0"
"Western Europe","hepbb","2012.0","9.0"
"Western Europe","hib3","2012.0","96.0"
"Western Europe","mcv1","2012.0","94.0"
"Western Europe","mcv2","2012.0","76.0"
"Western Europe","pcv3","2012.0","66.0"
"Western Europe","pol3","2012.0","96.0"
"Western Europe","rcv1","2012.0","94.0"
"Western Europe","rotac","2012.0","4.0"
"Global","bcg","2011.0","90.0"
"Global","dtp1","2011.0","90.0"
"Global","dtp3","2011.0","85.0"
"Global","hepb3","2011.0","75.0"
"Global","hepbb","2011.0","29.0"
"Global","hib3","2011.0","43.0"
"Global","mcv1","2011.0","85.0"
"Global","mcv2","2011.0","48.0"
"Global","pcv3","2011.0","16.0"
"Global","pol3","2011.0","84.0"
"Global","rcv1","2011.0","38.0"
"Global","rotac","2011.0","9.0"
"Global","yfv","2011.0","36.0"
"East Asia & Pacific","bcg","2011.0","98.0"
"East Asia & Pacific","dtp1","2011.0","96.0"
"East Asia & Pacific","dtp3","2011.0","94.0"
"East Asia & Pacific","hepb3","2011.0","89.0"
"East Asia & Pacific","hepbb","2011.0","62.0"
"East Asia & Pacific","hib3","2011.0","14.0"
"East Asia & Pacific","mcv1","2011.0","94.0"
"East Asia & Pacific","mcv2","2011.0","87.0"
"East Asia & Pacific","pcv3","2011.0","5.0"
"East Asia & Pacific","pol3","2011.0","94.0"
"East Asia & Pacific","rcv1","2011.0","64.0"
"East Asia & Pacific","rotac","2011.0","1.0"
"Eastern & Southern Africa","bcg","2011.0","88.0"
"Eastern & Southern Africa","dtp1","2011.0","88.0"
"Eastern & Southern Africa","dtp3","2011.0","78.0"
"Eastern & Southern Africa","hepb3","2011.0","76.0"
"Eastern & Southern Africa","hepbb","2011.0","0.0"
"Eastern & Southern Africa","hib3","2011.0","75.0"
"Eastern & Southern Africa","mcv1","2011.0","78.0"
"Eastern & Southern Africa","mcv2","2011.0","5.0"
"Eastern & Southern Africa","pcv3","2011.0","17.0"
"Eastern & Southern Africa","pol3","2011.0","79.0"
"Eastern & Southern Africa","rcv1","2011.0","0.0"
"Eastern & Southern Africa","rotac","2011.0","7.0"
"Eastern & Southern Africa","yfv","2011.0","3.0"
"Eastern Europe & Central Asia","bcg","2011.0","96.0"
"Eastern Europe & Central Asia","dtp1","2011.0","94.0"
"Eastern Europe & Central Asia","dtp3","2011.0","93.0"
"Eastern Europe & Central Asia","hepb3","2011.0","90.0"
"Eastern Europe & Central Asia","hepbb","2011.0","64.0"
"Eastern Europe & Central Asia","hib3","2011.0","58.0"
"Eastern Europe & Central Asia","mcv1","2011.0","95.0"
"Eastern Europe & Central Asia","mcv2","2011.0","91.0"
"Eastern Europe & Central Asia","pcv3","2011.0","22.0"
"Eastern Europe & Central Asia","pol3","2011.0","93.0"
"Eastern Europe & Central Asia","rcv1","2011.0","95.0"
"Eastern Europe & Central Asia","rotac","2011.0","0.0"
"Latin America & Caribbean","bcg","2011.0","96.0"
"Latin America & Caribbean","dtp1","2011.0","96.0"
"Latin America & Caribbean","dtp3","2011.0","93.0"
"Latin America & Caribbean","hepb3","2011.0","91.0"
"Latin America & Caribbean","hepbb","2011.0","67.0"
"Latin America & Caribbean","hib3","2011.0","91.0"
"Latin America & Caribbean","mcv1","2011.0","95.0"
"Latin America & Caribbean","mcv2","2011.0","67.0"
"Latin America & Caribbean","pcv3","2011.0","60.0"
"Latin America & Caribbean","pol3","2011.0","93.0"
"Latin America & Caribbean","rcv1","2011.0","95.0"
"Latin America & Caribbean","rotac","2011.0","73.0"
"Latin America & Caribbean","yfv","2011.0","49.0"
"Middle East & North Africa","bcg","2011.0","94.0"
"Middle East & North Africa","dtp1","2011.0","95.0"
"Middle East & North Africa","dtp3","2011.0","91.0"
"Middle East & North Africa","hepb3","2011.0","91.0"
"Middle East & North Africa","hepbb","2011.0","42.0"
"Middle East & North Africa","hib3","2011.0","44.0"
"Middle East & North Africa","mcv1","2011.0","92.0"
"Middle East & North Africa","mcv2","2011.0","81.0"
"Middle East & North Africa","pcv3","2011.0","16.0"
"Middle East & North Africa","pol3","2011.0","91.0"
"Middle East & North Africa","rcv1","2011.0","67.0"
"Middle East & North Africa","rotac","2011.0","6.0"
"North America","dtp1","2011.0","98.0"
"North America","dtp3","2011.0","95.0"
"North America","hepb3","2011.0","89.0"
"North America","hepbb","2011.0","63.0"
"North America","hib3","2011.0","94.0"
"North America","mcv1","2011.0","92.0"
"North America","mcv2","2011.0","82.0"
"North America","pcv3","2011.0","92.0"
"North America","pol3","2011.0","93.0"
"North America","rcv1","2011.0","92.0"
"North America","rotac","2011.0","61.0"
"South Asia","bcg","2011.0","89.0"
"South Asia","dtp1","2011.0","88.0"
"South Asia","dtp3","2011.0","80.0"
"South Asia","hepb3","2011.0","53.0"
"South Asia","hepbb","2011.0","6.0"
"South Asia","hib3","2011.0","21.0"
"South Asia","mcv1","2011.0","81.0"
"South Asia","mcv2","2011.0","27.0"
"South Asia","pcv3","2011.0","0.0"
"South Asia","pol3","2011.0","78.0"
"South Asia","rcv1","2011.0","1.0"
"South Asia","rotac","2011.0","0.0"
"West & Central Africa","bcg","2011.0","70.0"
"West & Central Africa","dtp1","2011.0","74.0"
"West & Central Africa","dtp3","2011.0","64.0"
"West & Central Africa","hepb3","2011.0","63.0"
"West & Central Africa","hepbb","2011.0","0.0"
"West & Central Africa","hib3","2011.0","46.0"
"West & Central Africa","mcv1","2011.0","64.0"
"West & Central Africa","mcv2","2011.0","0.0"
"West & Central Africa","pcv3","2011.0","7.0"
"West & Central Africa","pol3","2011.0","63.0"
"West & Central Africa","rcv1","2011.0","0.0"
"West & Central Africa","rotac","2011.0","0.0"
"West & Central Africa","yfv","2011.0","53.0"
"Western Europe","bcg","2011.0","82.0"
"Western Europe","dtp1","2011.0","98.0"
"Western Europe","dtp3","2011.0","97.0"
"Western Europe","hepb3","2011.0","65.0"
"Western Europe","hepbb","2011.0","10.0"
"Western Europe","hib3","2011.0","96.0"
"Western Europe","mcv1","2011.0","93.0"
"Western Europe","mcv2","2011.0","74.0"
"Western Europe","pcv3","2011.0","62.0"
"Western Europe","pol3","2011.0","96.0"
"Western Europe","rcv1","2011.0","93.0"
"Western Europe","rotac","2011.0","2.0"
"Global","bcg","2010.0","89.0"
"Global","dtp1","2010.0","89.0"
"Global","dtp3","2010.0","84.0"
"Global","hepb3","2010.0","73.0"
"Global","hepbb","2010.0","28.0"
"Global","hib3","2010.0","40.0"
"Global","mcv1","2010.0","84.0"
"Global","mcv2","2010.0","42.0"
"Global","pcv3","2010.0","11.0"
"Global","pol3","2010.0","84.0"
"Global","rcv1","2010.0","35.0"
"Global","rotac","2010.0","8.0"
"Global","yfv","2010.0","39.0"
"East Asia & Pacific","bcg","2010.0","95.0"
"East Asia & Pacific","dtp1","2010.0","95.0"
"East Asia & Pacific","dtp3","2010.0","93.0"
"East Asia & Pacific","hepb3","2010.0","90.0"
"East Asia & Pacific","hepbb","2010.0","58.0"
"East Asia & Pacific","hib3","2010.0","8.0"
"East Asia & Pacific","mcv1","2010.0","93.0"
"East Asia & Pacific","mcv2","2010.0","85.0"
"East Asia & Pacific","pcv3","2010.0","1.0"
"East Asia & Pacific","pol3","2010.0","94.0"
"East Asia & Pacific","rcv1","2010.0","50.0"
"East Asia & Pacific","rotac","2010.0","1.0"
"Eastern & Southern Africa","bcg","2010.0","86.0"
"Eastern & Southern Africa","dtp1","2010.0","88.0"
"Eastern & Southern Africa","dtp3","2010.0","77.0"
"Eastern & Southern Africa","hepb3","2010.0","74.0"
"Eastern & Southern Africa","hepbb","2010.0","0.0"
"Eastern & Southern Africa","hib3","2010.0","74.0"
"Eastern & Southern Africa","mcv1","2010.0","78.0"
"Eastern & Southern Africa","mcv2","2010.0","5.0"
"Eastern & Southern Africa","pcv3","2010.0","6.0"
"Eastern & Southern Africa","pol3","2010.0","79.0"
"Eastern & Southern Africa","rcv1","2010.0","0.0"
"Eastern & Southern Africa","rotac","2010.0","4.0"
"Eastern & Southern Africa","yfv","2010.0","2.0"
"Eastern Europe & Central Asia","bcg","2010.0","97.0"
"Eastern Europe & Central Asia","dtp1","2010.0","94.0"
"Eastern Europe & Central Asia","dtp3","2010.0","93.0"
"Eastern Europe & Central Asia","hepb3","2010.0","92.0"
"Eastern Europe & Central Asia","hepbb","2010.0","59.0"
"Eastern Europe & Central Asia","hib3","2010.0","55.0"
"Eastern Europe & Central Asia","mcv1","2010.0","94.0"
"Eastern Europe & Central Asia","mcv2","2010.0","87.0"
"Eastern Europe & Central Asia","pcv3","2010.0","21.0"
"Eastern Europe & Central Asia","pol3","2010.0","93.0"
"Eastern Europe & Central Asia","rcv1","2010.0","94.0"
"Eastern Europe & Central Asia","rotac","2010.0","0.0"
"Latin America & Caribbean","bcg","2010.0","96.0"
"Latin America & Caribbean","dtp1","2010.0","96.0"
"Latin America & Caribbean","dtp3","2010.0","93.0"
"Latin America & Caribbean","hepb3","2010.0","90.0"
"Latin America & Caribbean","hepbb","2010.0","63.0"
"Latin America & Caribbean","hib3","2010.0","91.0"
"Latin America & Caribbean","mcv1","2010.0","93.0"
"Latin America & Caribbean","mcv2","2010.0","60.0"
"Latin America & Caribbean","pcv3","2010.0","35.0"
"Latin America & Caribbean","pol3","2010.0","93.0"
"Latin America & Caribbean","rcv1","2010.0","93.0"
"Latin America & Caribbean","rotac","2010.0","66.0"
"Latin America & Caribbean","yfv","2010.0","46.0"
"Middle East & North Africa","bcg","2010.0","94.0"
"Middle East & North Africa","dtp1","2010.0","95.0"
"Middle East & North Africa","dtp3","2010.0","92.0"
"Middle East & North Africa","hepb3","2010.0","92.0"
"Middle East & North Africa","hepbb","2010.0","42.0"
"Middle East & North Africa","hib3","2010.0","44.0"
"Middle East & North Africa","mcv1","2010.0","91.0"
"Middle East & North Africa","mcv2","2010.0","81.0"
"Middle East & North Africa","pcv3","2010.0","9.0"
"Middle East & North Africa","pol3","2010.0","92.0"
"Middle East & North Africa","rcv1","2010.0","67.0"
"Middle East & North Africa","rotac","2010.0","0.0"
"North America","dtp1","2010.0","98.0"
"North America","dtp3","2010.0","94.0"
"North America","hepb3","2010.0","89.0"
"North America","hepbb","2010.0","59.0"
"North America","hib3","2010.0","90.0"
"North America","mcv1","2010.0","92.0"
"North America","mcv2","2010.0","82.0"
"North America","pcv3","2010.0","90.0"
"North America","pol3","2010.0","93.0"
"North America","rcv1","2010.0","92.0"
"North America","rotac","2010.0","54.0"
"South Asia","bcg","2010.0","87.0"
"South Asia","dtp1","2010.0","84.0"
"South Asia","dtp3","2010.0","76.0"
"South Asia","hepb3","2010.0","47.0"
"South Asia","hepbb","2010.0","6.0"
"South Asia","hib3","2010.0","19.0"
"South Asia","mcv1","2010.0","79.0"
"South Asia","mcv2","2010.0","6.0"
"South Asia","pcv3","2010.0","0.0"
"South Asia","pol3","2010.0","74.0"
"South Asia","rcv1","2010.0","1.0"
"South Asia","rotac","2010.0","0.0"
"West & Central Africa","bcg","2010.0","77.0"
"West & Central Africa","dtp1","2010.0","74.0"
"West & Central Africa","dtp3","2010.0","65.0"
"West & Central Africa","hepb3","2010.0","63.0"
"West & Central Africa","hepbb","2010.0","0.0"
"West & Central Africa","hib3","2010.0","45.0"
"West & Central Africa","mcv1","2010.0","67.0"
"West & Central Africa","mcv2","2010.0","0.0"
"West & Central Africa","pcv3","2010.0","0.0"
"West & Central Africa","pol3","2010.0","68.0"
"West & Central Africa","rcv1","2010.0","0.0"
"West & Central Africa","rotac","2010.0","0.0"
"West & Central Africa","yfv","2010.0","62.0"
"Western Europe","bcg","2010.0","81.0"
"Western Europe","dtp1","2010.0","98.0"
"Western Europe","dtp3","2010.0","97.0"
"Western Europe","hepb3","2010.0","62.0"
"Western Europe","hepbb","2010.0","10.0"
"Western Europe","hib3","2010.0","95.0"
"Western Europe","mcv1","2010.0","93.0"
"Western Europe","mcv2","2010.0","73.0"
"Western Europe","pcv3","2010.0","58.0"
"Western Europe","pol3","2010.0","96.0"
"Western Europe","rcv1","2010.0","93.0"
"Western Europe","rotac","2010.0","2.0"
"Global","bcg","2009.0","89.0"
"Global","dtp1","2009.0","89.0"
"Global","dtp3","2009.0","83.0"
"Global","hepb3","2009.0","73.0"
"Global","hepbb","2009.0","27.0"
"Global","hib3","2009.0","38.0"
"Global","mcv1","2009.0","83.0"
"Global","mcv2","2009.0","41.0"
"Global","pcv3","2009.0","7.0"
"Global","pol3","2009.0","84.0"
"Global","rcv1","2009.0","26.0"
"Global","rotac","2009.0","7.0"
"Global","yfv","2009.0","41.0"
"East Asia & Pacific","bcg","2009.0","94.0"
"East Asia & Pacific","dtp1","2009.0","96.0"
"East Asia & Pacific","dtp3","2009.0","94.0"
"East Asia & Pacific","hepb3","2009.0","91.0"
"East Asia & Pacific","hepbb","2009.0","59.0"
"East Asia & Pacific","hib3","2009.0","3.0"
"East Asia & Pacific","mcv1","2009.0","93.0"
"East Asia & Pacific","mcv2","2009.0","83.0"
"East Asia & Pacific","pcv3","2009.0","1.0"
"East Asia & Pacific","pol3","2009.0","95.0"
"East Asia & Pacific","rcv1","2009.0","10.0"
"East Asia & Pacific","rotac","2009.0","1.0"
"Eastern & Southern Africa","bcg","2009.0","84.0"
"Eastern & Southern Africa","dtp1","2009.0","85.0"
"Eastern & Southern Africa","dtp3","2009.0","74.0"
"Eastern & Southern Africa","hepb3","2009.0","71.0"
