East Asia & Pacific,dtp1,1999,92
East Asia & Pacific,dtp1,2000,92
East Asia & Pacific,dtp1,2001,92
East Asia & Pacific,dtp1,2002,91
East Asia & Pacific,dtp1,2003,92
East Asia & Pacific,dtp1,2004,93
East Asia & Pacific,dtp1,2005,92
East Asia & Pacific,dtp1,2006,95
East Asia & Pacific,dtp1,2007,95
East Asia & Pacific,dtp1,2008,96
East Asia & Pacific,dtp1,2009,96
East Asia & Pacific,dtp1,2010,95
East Asia & Pacific,dtp1,2011,96
East Asia & Pacific,dtp1,2012,96
East Asia & Pacific,dtp1,2013,95
East Asia & Pacific,dtp1,2014,95
East Asia & Pacific,dtp1,2015,94
East Asia & Pacific,dtp1,2016,95
East Asia & Pacific,dtp1,2017,94
East Asia & Pacific,dtp1,2018,93
East Asia & Pacific,dtp3,1980,9
East Asia & Pacific,dtp3,1981,12
East Asia & Pacific,dtp3,1982,12
East Asia & Pacific,dtp3,1983,47
East Asia & Pacific,dtp3,1984,59
East Asia & Pacific,dtp3,1985,66
East Asia & Pacific,dtp3,1986,69
East Asia & Pacific,dtp3,1987,69
East Asia & Pacific,dtp3,1988,84
East Asia & Pacific,dtp3,1989,87
East Asia & Pacific,dtp3,1990,90
East Asia & Pacific,dtp3,1991,87
East Asia & Pacific,dtp3,1992,85
East Asia & Pacific,dtp3,1993,83
East Asia & Pacific,dtp3,1994,82
East Asia & Pacific,dtp3,1995,79
East Asia & Pacific,dtp3,1996,82
East Asia & Pacific,dtp3,1997,82
East Asia & Pacific,dtp3,1998,82
East Asia & Pacific,dtp3,1999,83
East Asia & Pacific,dtp3,2000,83
East Asia & Pacific,dtp3,2001,84
East Asia & Pacific,dtp3,2002,82
East Asia & Pacific,dtp3,2003,84
East Asia & Pacific,dtp3,2004,85
East Asia & Pacific,dtp3,2005,85
East Asia & Pacific,dtp3,2006,89
East Asia & Pacific,dtp3,2007,89
East Asia & Pacific,dtp3,2008,92
East Asia & Pacific,dtp3,2009,94
East Asia & Pacific,dtp3,2010,93
East Asia & Pacific,dtp3,2011,94
East Asia & Pacific,dtp3,2012,95
East Asia & Pacific,dtp3,2013,93
East Asia & Pacific,dtp3,2014,92
East Asia & Pacific,dtp3,2015,92
East Asia & Pacific,dtp3,2016,94
East Asia & Pacific,dtp3,2017,93
East Asia & Pacific,dtp3,2018,91
East Asia & Pacific,hepb3,1985,0
East Asia & Pacific,hepb3,1986,0
East Asia & Pacific,hepb3,1987,0
East Asia & Pacific,hepb3,1988,0
East Asia & Pacific,hepb3,1989,1
East Asia & Pacific,hepb3,1990,1
East Asia & Pacific,hepb3,1991,1
East Asia & Pacific,hepb3,1992,6
East Asia & Pacific,hepb3,1993,9
East Asia & Pacific,hepb3,1994,10
East Asia & Pacific,hepb3,1995,16
East Asia & Pacific,hepb3,1996,18
East Asia & Pacific,hepb3,1997,18
East Asia & Pacific,hepb3,1998,20
East Asia & Pacific,hepb3,1999,20
East Asia & Pacific,hepb3,2000,50
East Asia & Pacific,hepb3,2001,56
East Asia & Pacific,hepb3,2002,58
East Asia & Pacific,hepb3,2003,66
East Asia & Pacific,hepb3,2004,71
East Asia & Pacific,hepb3,2005,75
East Asia & Pacific,hepb3,2006,82
East Asia & Pacific,hepb3,2007,84
East Asia & Pacific,hepb3,2008,88
East Asia & Pacific,hepb3,2009,91
East Asia & Pacific,hepb3,2010,90
East Asia & Pacific,hepb3,2011,89
East Asia & Pacific,hepb3,2012,90
East Asia & Pacific,hepb3,2013,90
East Asia & Pacific,hepb3,2014,89
East Asia & Pacific,hepb3,2015,89
East Asia & Pacific,hepb3,2016,91
East Asia & Pacific,hepb3,2017,90
East Asia & Pacific,hepb3,2018,88
East Asia & Pacific,hepbb,2000,2
East Asia & Pacific,hepbb,2001,2
East Asia & Pacific,hepbb,2002,2
East Asia & Pacific,hepbb,2003,2
East Asia & Pacific,hepbb,2004,44
East Asia & Pacific,hepbb,2005,50
East Asia & Pacific,hepbb,2006,51
East Asia & Pacific,hepbb,2007,52
East Asia & Pacific,hepbb,2008,56
East Asia & Pacific,hepbb,2009,59
East Asia & Pacific,hepbb,2010,58
East Asia & Pacific,hepbb,2011,62
East Asia & Pacific,hepbb,2012,63
East Asia & Pacific,hepbb,2013,65
East Asia & Pacific,hepbb,2014,64
East Asia & Pacific,hepbb,2015,66
East Asia & Pacific,hepbb,2016,66
East Asia & Pacific,hepbb,2017,74
East Asia & Pacific,hepbb,2018,77
East Asia & Pacific,hib3,1990,0
East Asia & Pacific,hib3,1991,0
East Asia & Pacific,hib3,1992,0
East Asia & Pacific,hib3,1993,0
East Asia & Pacific,hib3,1994,0
East Asia & Pacific,hib3,1995,0
East Asia & Pacific,hib3,1996,0
East Asia & Pacific,hib3,1997,1
East Asia & Pacific,hib3,1998,1
East Asia & Pacific,hib3,1999,1
East Asia & Pacific,hib3,2000,1
East Asia & Pacific,hib3,2001,1
East Asia & Pacific,hib3,2002,1
East Asia & Pacific,hib3,2003,1
East Asia & Pacific,hib3,2004,2
East Asia & Pacific,hib3,2005,2
East Asia & Pacific,hib3,2006,3
East Asia & Pacific,hib3,2007,3
East Asia & Pacific,hib3,2008,3
East Asia & Pacific,hib3,2009,3
East Asia & Pacific,hib3,2010,8
East Asia & Pacific,hib3,2011,14
East Asia & Pacific,hib3,2012,15
East Asia & Pacific,hib3,2013,22
East Asia & Pacific,hib3,2014,28
East Asia & Pacific,hib3,2015,35
East Asia & Pacific,hib3,2016,37
East Asia & Pacific,hib3,2017,36
East Asia & Pacific,hib3,2018,35
East Asia & Pacific,ipv1,2015,4
East Asia & Pacific,ipv1,2016,20
East Asia & Pacific,ipv1,2017,75
East Asia & Pacific,ipv1,2018,82
East Asia & Pacific,mcv1,1980,4
East Asia & Pacific,mcv1,1981,4
East Asia & Pacific,mcv1,1982,4
East Asia & Pacific,mcv1,1983,54
East Asia & Pacific,mcv1,1984,61
East Asia & Pacific,mcv1,1985,68
East Asia & Pacific,mcv1,1986,57
East Asia & Pacific,mcv1,1987,68
East Asia & Pacific,mcv1,1988,82
East Asia & Pacific,mcv1,1989,85
East Asia & Pacific,mcv1,1990,89
East Asia & Pacific,mcv1,1991,85
East Asia & Pacific,mcv1,1992,82
East Asia & Pacific,mcv1,1993,79
East Asia & Pacific,mcv1,1994,76
East Asia & Pacific,mcv1,1995,79
East Asia & Pacific,mcv1,1996,83
East Asia & Pacific,mcv1,1997,83
East Asia & Pacific,mcv1,1998,83
East Asia & Pacific,mcv1,1999,84
East Asia & Pacific,mcv1,2000,84
East Asia & Pacific,mcv1,2001,84
East Asia & Pacific,mcv1,2002,84
East Asia & Pacific,mcv1,2003,84
East Asia & Pacific,mcv1,2004,86
East Asia & Pacific,mcv1,2005,86
East Asia & Pacific,mcv1,2006,90
East Asia & Pacific,mcv1,2007,90
East Asia & Pacific,mcv1,2008,92
East Asia & Pacific,mcv1,2009,93
East Asia & Pacific,mcv1,2010,93
East Asia & Pacific,mcv1,2011,94
East Asia & Pacific,mcv1,2012,94
East Asia & Pacific,mcv1,2013,94
East Asia & Pacific,mcv1,2014,93
East Asia & Pacific,mcv1,2015,93
East Asia & Pacific,mcv1,2016,93
East Asia & Pacific,mcv1,2017,92
East Asia & Pacific,mcv1,2018,92
East Asia & Pacific,mcv2,2000,4
East Asia & Pacific,mcv2,2001,4
East Asia & Pacific,mcv2,2002,5
East Asia & Pacific,mcv2,2003,8
East Asia & Pacific,mcv2,2004,10
East Asia & Pacific,mcv2,2005,57
East Asia & Pacific,mcv2,2006,66
East Asia & Pacific,mcv2,2007,69
East Asia & Pacific,mcv2,2008,79
East Asia & Pacific,mcv2,2009,83
East Asia & Pacific,mcv2,2010,85
East Asia & Pacific,mcv2,2011,87
East Asia & Pacific,mcv2,2012,85
East Asia & Pacific,mcv2,2013,88
East Asia & Pacific,mcv2,2014,82
East Asia & Pacific,mcv2,2015,82
East Asia & Pacific,mcv2,2016,86
East Asia & Pacific,mcv2,2017,87
East Asia & Pacific,mcv2,2018,87
East Asia & Pacific,pcv3,2008,1
East Asia & Pacific,pcv3,2009,1
East Asia & Pacific,pcv3,2010,1
East Asia & Pacific,pcv3,2011,5
East Asia & Pacific,pcv3,2012,5
East Asia & Pacific,pcv3,2013,5
East Asia & Pacific,pcv3,2014,7
East Asia & Pacific,pcv3,2015,8
East Asia & Pacific,pcv3,2016,10
East Asia & Pacific,pcv3,2017,13
East Asia & Pacific,pcv3,2018,14
East Asia & Pacific,pol3,1980,5
East Asia & Pacific,pol3,1981,7
East Asia & Pacific,pol3,1982,59
East Asia & Pacific,pol3,1983,62
East Asia & Pacific,pol3,1984,65
East Asia & Pacific,pol3,1985,71
East Asia & Pacific,pol3,1986,63
East Asia & Pacific,pol3,1987,71
East Asia & Pacific,pol3,1988,84
East Asia & Pacific,pol3,1989,87
East Asia & Pacific,pol3,1990,90
East Asia & Pacific,pol3,1991,88
East Asia & Pacific,pol3,1992,86
East Asia & Pacific,pol3,1993,85
East Asia & Pacific,pol3,1994,84
East Asia & Pacific,pol3,1995,81
East Asia & Pacific,pol3,1996,84
East Asia & Pacific,pol3,1997,85
East Asia & Pacific,pol3,1998,86
East Asia & Pacific,pol3,1999,86
East Asia & Pacific,pol3,2000,84
East Asia & Pacific,pol3,2001,84
East Asia & Pacific,pol3,2002,85
East Asia & Pacific,pol3,2003,87
East Asia & Pacific,pol3,2004,87
East Asia & Pacific,pol3,2005,87
East Asia & Pacific,pol3,2006,90
East Asia & Pacific,pol3,2007,90
East Asia & Pacific,pol3,2008,94
East Asia & Pacific,pol3,2009,95
East Asia & Pacific,pol3,2010,94
East Asia & Pacific,pol3,2011,94
East Asia & Pacific,pol3,2012,95
East Asia & Pacific,pol3,2013,94
East Asia & Pacific,pol3,2014,93
East Asia & Pacific,pol3,2015,94
East Asia & Pacific,pol3,2016,93
East Asia & Pacific,pol3,2017,93
East Asia & Pacific,pol3,2018,92
East Asia & Pacific,rcv1,1980,0
East Asia & Pacific,rcv1,1981,0
East Asia & Pacific,rcv1,1982,0
East Asia & Pacific,rcv1,1983,1
East Asia & Pacific,rcv1,1984,2
East Asia & Pacific,rcv1,1985,2
East Asia & Pacific,rcv1,1986,2
East Asia & Pacific,rcv1,1987,2
East Asia & Pacific,rcv1,1988,2
East Asia & Pacific,rcv1,1989,5
East Asia & Pacific,rcv1,1990,5
East Asia & Pacific,rcv1,1991,5
East Asia & Pacific,rcv1,1992,5
East Asia & Pacific,rcv1,1993,8
East Asia & Pacific,rcv1,1994,8
East Asia & Pacific,rcv1,1995,9
East Asia & Pacific,rcv1,1996,9
East Asia & Pacific,rcv1,1997,9
East Asia & Pacific,rcv1,1998,11
East Asia & Pacific,rcv1,1999,11
East Asia & Pacific,rcv1,2000,11
East Asia & Pacific,rcv1,2001,11
East Asia & Pacific,rcv1,2002,11
East Asia & Pacific,rcv1,2003,11
East Asia & Pacific,rcv1,2004,10
East Asia & Pacific,rcv1,2005,10
East Asia & Pacific,rcv1,2006,10
East Asia & Pacific,rcv1,2007,10
East Asia & Pacific,rcv1,2008,10
East Asia & Pacific,rcv1,2009,10
East Asia & Pacific,rcv1,2010,50
East Asia & Pacific,rcv1,2011,64
East Asia & Pacific,rcv1,2012,69
East Asia & Pacific,rcv1,2013,71
East Asia & Pacific,rcv1,2014,71
East Asia & Pacific,rcv1,2015,78
East Asia & Pacific,rcv1,2016,80
East Asia & Pacific,rcv1,2017,81
East Asia & Pacific,rcv1,2018,85
East Asia & Pacific,rotac,2006,0
East Asia & Pacific,rotac,2007,0
East Asia & Pacific,rotac,2008,1
East Asia & Pacific,rotac,2009,1
East Asia & Pacific,rotac,2010,1
East Asia & Pacific,rotac,2011,1
East Asia & Pacific,rotac,2012,1
East Asia & Pacific,rotac,2013,3
East Asia & Pacific,rotac,2014,1
East Asia & Pacific,rotac,2015,1
East Asia & Pacific,rotac,2016,1
East Asia & Pacific,rotac,2017,1
East Asia & Pacific,rotac,2018,1
Eastern & Southern Africa,bcg,1980,9
Eastern & Southern Africa,bcg,1981,25
Eastern & Southern Africa,bcg,1982,25
Eastern & Southern Africa,bcg,1983,37
Eastern & Southern Africa,bcg,1984,43
Eastern & Southern Africa,bcg,1985,49
Eastern & Southern Africa,bcg,1986,52
Eastern & Southern Africa,bcg,1987,61
Eastern & Southern Africa,bcg,1988,61
Eastern & Southern Africa,bcg,1989,71
Eastern & Southern Africa,bcg,1990,73
Eastern & Southern Africa,bcg,1991,69
Eastern & Southern Africa,bcg,1992,68
Eastern & Southern Africa,bcg,1993,72
Eastern & Southern Africa,bcg,1994,76
Eastern & Southern Africa,bcg,1995,79
Eastern & Southern Africa,bcg,1996,77
Eastern & Southern Africa,bcg,1997,77
Eastern & Southern Africa,bcg,1998,75
Eastern & Southern Africa,bcg,1999,75
Eastern & Southern Africa,bcg,2000,74
Eastern & Southern Africa,bcg,2001,77
Eastern & Southern Africa,bcg,2002,77
Eastern & Southern Africa,bcg,2003,77
Eastern & Southern Africa,bcg,2004,77
Eastern & Southern Africa,bcg,2005,79
Eastern & Southern Africa,bcg,2006,80
Eastern & Southern Africa,bcg,2007,82
Eastern & Southern Africa,bcg,2008,84
Eastern & Southern Africa,bcg,2009,84
Eastern & Southern Africa,bcg,2010,86
Eastern & Southern Africa,bcg,2011,88
Eastern & Southern Africa,bcg,2012,86
Eastern & Southern Africa,bcg,2013,84
Eastern & Southern Africa,bcg,2014,85
Eastern & Southern Africa,bcg,2015,86
Eastern & Southern Africa,bcg,2016,86
Eastern & Southern Africa,bcg,2017,86
Eastern & Southern Africa,bcg,2018,86
Eastern & Southern Africa,dtp1,1980,13
Eastern & Southern Africa,dtp1,1981,29
Eastern & Southern Africa,dtp1,1982,31
Eastern & Southern Africa,dtp1,1983,47
Eastern & Southern Africa,dtp1,1984,55
Eastern & Southern Africa,dtp1,1985,58
Eastern & Southern Africa,dtp1,1986,62
Eastern & Southern Africa,dtp1,1987,68
Eastern & Southern Africa,dtp1,1988,70
Eastern & Southern Africa,dtp1,1989,75
Eastern & Southern Africa,dtp1,1990,81
Eastern & Southern Africa,dtp1,1991,76
Eastern & Southern Africa,dtp1,1992,74
Eastern & Southern Africa,dtp1,1993,78
Eastern & Southern Africa,dtp1,1994,81
Eastern & Southern Africa,dtp1,1995,82
Eastern & Southern Africa,dtp1,1996,82
Eastern & Southern Africa,dtp1,1997,83
Eastern & Southern Africa,dtp1,1998,78
Eastern & Southern Africa,dtp1,1999,73
Eastern & Southern Africa,dtp1,2000,74
Eastern & Southern Africa,dtp1,2001,76
Eastern & Southern Africa,dtp1,2002,77
Eastern & Southern Africa,dtp1,2003,79
Eastern & Southern Africa,dtp1,2004,80
Eastern & Southern Africa,dtp1,2005,80
Eastern & Southern Africa,dtp1,2006,82
Eastern & Southern Africa,dtp1,2007,85
Eastern & Southern Africa,dtp1,2008,85
Eastern & Southern Africa,dtp1,2009,85
Eastern & Southern Africa,dtp1,2010,88
Eastern & Southern Africa,dtp1,2011,88
Eastern & Southern Africa,dtp1,2012,86
Eastern & Southern Africa,dtp1,2013,84
Eastern & Southern Africa,dtp1,2014,87
Eastern & Southern Africa,dtp1,2015,89
Eastern & Southern Africa,dtp1,2016,89
Eastern & Southern Africa,dtp1,2017,88
Eastern & Southern Africa,dtp1,2018,88
Eastern & Southern Africa,dtp3,1980,8
Eastern & Southern Africa,dtp3,1981,16
Eastern & Southern Africa,dtp3,1982,16
Eastern & Southern Africa,dtp3,1983,29
Eastern & Southern Africa,dtp3,1984,35
Eastern & Southern Africa,dtp3,1985,38
Eastern & Southern Africa,dtp3,1986,42
Eastern & Southern Africa,dtp3,1987,49
Eastern & Southern Africa,dtp3,1988,52
Eastern & Southern Africa,dtp3,1989,57
Eastern & Southern Africa,dtp3,1990,62
Eastern & Southern Africa,dtp3,1991,58
Eastern & Southern Africa,dtp3,1992,56
Eastern & Southern Africa,dtp3,1993,60
Eastern & Southern Africa,dtp3,1994,64
Eastern & Southern Africa,dtp3,1995,65
Eastern & Southern Africa,dtp3,1996,65
Eastern & Southern Africa,dtp3,1997,64
Eastern & Southern Africa,dtp3,1998,61
Eastern & Southern Africa,dtp3,1999,57
Eastern & Southern Africa,dtp3,2000,59
Eastern & Southern Africa,dtp3,2001,62
Eastern & Southern Africa,dtp3,2002,62
Eastern & Southern Africa,dtp3,2003,64
Eastern & Southern Africa,dtp3,2004,66
Eastern & Southern Africa,dtp3,2005,68
Eastern & Southern Africa,dtp3,2006,69
Eastern & Southern Africa,dtp3,2007,72
Eastern & Southern Africa,dtp3,2008,73
Eastern & Southern Africa,dtp3,2009,74
Eastern & Southern Africa,dtp3,2010,77
Eastern & Southern Africa,dtp3,2011,78
Eastern & Southern Africa,dtp3,2012,77
Eastern & Southern Africa,dtp3,2013,77
Eastern & Southern Africa,dtp3,2014,79
Eastern & Southern Africa,dtp3,2015,81
Eastern & Southern Africa,dtp3,2016,81
Eastern & Southern Africa,dtp3,2017,81
Eastern & Southern Africa,dtp3,2018,81
Eastern & Southern Africa,hepb3,1985,0
Eastern & Southern Africa,hepb3,1986,0
Eastern & Southern Africa,hepb3,1987,0
Eastern & Southern Africa,hepb3,1988,0
Eastern & Southern Africa,hepb3,1989,0
Eastern & Southern Africa,hepb3,1990,0
Eastern & Southern Africa,hepb3,1991,0
Eastern & Southern Africa,hepb3,1992,0
Eastern & Southern Africa,hepb3,1993,0
Eastern & Southern Africa,hepb3,1994,0
Eastern & Southern Africa,hepb3,1995,0
Eastern & Southern Africa,hepb3,1996,1
Eastern & Southern Africa,hepb3,1997,7
Eastern & Southern Africa,hepb3,1998,7
Eastern & Southern Africa,hepb3,1999,7
Eastern & Southern Africa,hepb3,2000,8
Eastern & Southern Africa,hepb3,2001,9
Eastern & Southern Africa,hepb3,2002,39
Eastern & Southern Africa,hepb3,2003,41
Eastern & Southern Africa,hepb3,2004,45
Eastern & Southern Africa,hepb3,2005,51
Eastern & Southern Africa,hepb3,2006,56
Eastern & Southern Africa,hepb3,2007,69
Eastern & Southern Africa,hepb3,2008,71
Eastern & Southern Africa,hepb3,2009,71
Eastern & Southern Africa,hepb3,2010,74
Eastern & Southern Africa,hepb3,2011,76
Eastern & Southern Africa,hepb3,2012,75
Eastern & Southern Africa,hepb3,2013,76
Eastern & Southern Africa,hepb3,2014,78
Eastern & Southern Africa,hepb3,2015,81
Eastern & Southern Africa,hepb3,2016,81
Eastern & Southern Africa,hepb3,2017,81
Eastern & Southern Africa,hepb3,2018,81
Eastern & Southern Africa,hepbb,2000,0
Eastern & Southern Africa,hepbb,2001,0
Eastern & Southern Africa,hepbb,2002,0
Eastern & Southern Africa,hepbb,2003,0
Eastern & Southern Africa,hepbb,2004,0
Eastern & Southern Africa,hepbb,2005,0
Eastern & Southern Africa,hepbb,2006,0
Eastern & Southern Africa,hepbb,2007,0
Eastern & Southern Africa,hepbb,2008,0
Eastern & Southern Africa,hepbb,2009,0
Eastern & Southern Africa,hepbb,2010,0
Eastern & Southern Africa,hepbb,2011,0
Eastern & Southern Africa,hepbb,2012,0
Eastern & Southern Africa,hepbb,2013,0
Eastern & Southern Africa,hepbb,2014,0
Eastern & Southern Africa,hepbb,2015,0
Eastern & Southern Africa,hepbb,2016,0
Eastern & Southern Africa,hepbb,2017,0
Eastern & Southern Africa,hepbb,2018,0
Eastern & Southern Africa,hib3,1990,0
Eastern & Southern Africa,hib3,1991,0
Eastern & Southern Africa,hib3,1992,0
Eastern & Southern Africa,hib3,1993,0
Eastern & Southern Africa,hib3,1994,0
Eastern & Southern Africa,hib3,1995,0
Eastern & Southern Africa,hib3,1996,0
Eastern & Southern Africa,hib3,1997,0
Eastern & Southern Africa,hib3,1998,0
Eastern & Southern Africa,hib3,1999,0
Eastern & Southern Africa,hib3,2000,6
Eastern & Southern Africa,hib3,2001,5
Eastern & Southern Africa,hib3,2002,19
Eastern & Southern Africa,hib3,2003,21
Eastern & Southern Africa,hib3,2004,27
Eastern & Southern Africa,hib3,2005,28
Eastern & Southern Africa,hib3,2006,29
Eastern & Southern Africa,hib3,2007,41
Eastern & Southern Africa,hib3,2008,55
Eastern & Southern Africa,hib3,2009,71
Eastern & Southern Africa,hib3,2010,74
Eastern & Southern Africa,hib3,2011,75
Eastern & Southern Africa,hib3,2012,75
Eastern & Southern Africa,hib3,2013,76
Eastern & Southern Africa,hib3,2014,78
Eastern & Southern Africa,hib3,2015,81
Eastern & Southern Africa,hib3,2016,81
Eastern & Southern Africa,hib3,2017,81
Eastern & Southern Africa,hib3,2018,81
Eastern & Southern Africa,ipv1,2015,13
Eastern & Southern Africa,ipv1,2016,30
Eastern & Southern Africa,ipv1,2017,36
Eastern & Southern Africa,ipv1,2018,60
Eastern & Southern Africa,mcv1,1980,8
Eastern & Southern Africa,mcv1,1981,16
Eastern & Southern Africa,mcv1,1982,18
Eastern & Southern Africa,mcv1,1983,31
Eastern & Southern Africa,mcv1,1984,35
Eastern & Southern Africa,mcv1,1985,39
Eastern & Southern Africa,mcv1,1986,45
Eastern & Southern Africa,mcv1,1987,49
Eastern & Southern Africa,mcv1,1988,53
Eastern & Southern Africa,mcv1,1989,59
Eastern & Southern Africa,mcv1,1990,62
Eastern & Southern Africa,mcv1,1991,58
Eastern & Southern Africa,mcv1,1992,57
Eastern & Southern Africa,mcv1,1993,59
Eastern & Southern Africa,mcv1,1994,64
Eastern & Southern Africa,mcv1,1995,62
Eastern & Southern Africa,mcv1,1996,65
Eastern & Southern Africa,mcv1,1997,65
Eastern & Southern Africa,mcv1,1998,62
Eastern & Southern Africa,mcv1,1999,59
Eastern & Southern Africa,mcv1,2000,60
Eastern & Southern Africa,mcv1,2001,62
Eastern & Southern Africa,mcv1,2002,63
Eastern & Southern Africa,mcv1,2003,64
Eastern & Southern Africa,mcv1,2004,65
Eastern & Southern Africa,mcv1,2005,64
Eastern & Southern Africa,mcv1,2006,67
Eastern & Southern Africa,mcv1,2007,72
Eastern & Southern Africa,mcv1,2008,72
Eastern & Southern Africa,mcv1,2009,75
Eastern & Southern Africa,mcv1,2010,78
Eastern & Southern Africa,mcv1,2011,78
Eastern & Southern Africa,mcv1,2012,78
Eastern & Southern Africa,mcv1,2013,77
Eastern & Southern Africa,mcv1,2014,77
Eastern & Southern Africa,mcv1,2015,79
Eastern & Southern Africa,mcv1,2016,77
Eastern & Southern Africa,mcv1,2017,77
Eastern & Southern Africa,mcv1,2018,77
Eastern & Southern Africa,mcv2,2000,5
Eastern & Southern Africa,mcv2,2001,4
Eastern & Southern Africa,mcv2,2002,4
Eastern & Southern Africa,mcv2,2003,4
Eastern & Southern Africa,mcv2,2004,4
Eastern & Southern Africa,mcv2,2005,4
Eastern & Southern Africa,mcv2,2006,5
Eastern & Southern Africa,mcv2,2007,4
Eastern & Southern Africa,mcv2,2008,5
Eastern & Southern Africa,mcv2,2009,5
Eastern & Southern Africa,mcv2,2010,5
Eastern & Southern Africa,mcv2,2011,5
Eastern & Southern Africa,mcv2,2012,6
Eastern & Southern Africa,mcv2,2013,10
Eastern & Southern Africa,mcv2,2014,15
Eastern & Southern Africa,mcv2,2015,26
Eastern & Southern Africa,mcv2,2016,34
Eastern & Southern Africa,mcv2,2017,37
Eastern & Southern Africa,mcv2,2018,40
Eastern & Southern Africa,pcv3,2008,0
Eastern & Southern Africa,pcv3,2009,1
Eastern & Southern Africa,pcv3,2010,6
Eastern & Southern Africa,pcv3,2011,17
Eastern & Southern Africa,pcv3,2012,27
Eastern & Southern Africa,pcv3,2013,49
Eastern & Southern Africa,pcv3,2014,69
Eastern & Southern Africa,pcv3,2015,73
Eastern & Southern Africa,pcv3,2016,76
Eastern & Southern Africa,pcv3,2017,76
Eastern & Southern Africa,pcv3,2018,77
Eastern & Southern Africa,pol3,1980,8
Eastern & Southern Africa,pol3,1981,13
Eastern & Southern Africa,pol3,1982,15
Eastern & Southern Africa,pol3,1983,27
Eastern & Southern Africa,pol3,1984,32
Eastern & Southern Africa,pol3,1985,38
Eastern & Southern Africa,pol3,1986,42
Eastern & Southern Africa,pol3,1987,50
Eastern & Southern Africa,pol3,1988,51
Eastern & Southern Africa,pol3,1989,56
Eastern & Southern Africa,pol3,1990,63
Eastern & Southern Africa,pol3,1991,59
Eastern & Southern Africa,pol3,1992,57
Eastern & Southern Africa,pol3,1993,59
Eastern & Southern Africa,pol3,1994,63
Eastern & Southern Africa,pol3,1995,66
Eastern & Southern Africa,pol3,1996,68
Eastern & Southern Africa,pol3,1997,69
Eastern & Southern Africa,pol3,1998,66
Eastern & Southern Africa,pol3,1999,65
Eastern & Southern Africa,pol3,2000,63
Eastern & Southern Africa,pol3,2001,64
Eastern & Southern Africa,pol3,2002,66
Eastern & Southern Africa,pol3,2003,67
Eastern & Southern Africa,pol3,2004,68
Eastern & Southern Africa,pol3,2005,68
Eastern & Southern Africa,pol3,2006,70
Eastern & Southern Africa,pol3,2007,74
Eastern & Southern Africa,pol3,2008,75
Eastern & Southern Africa,pol3,2009,75
Eastern & Southern Africa,pol3,2010,79
Eastern & Southern Africa,pol3,2011,79
Eastern & Southern Africa,pol3,2012,78
Eastern & Southern Africa,pol3,2013,79
Eastern & Southern Africa,pol3,2014,80
Eastern & Southern Africa,pol3,2015,82
Eastern & Southern Africa,pol3,2016,81
Eastern & Southern Africa,pol3,2017,80
Eastern & Southern Africa,pol3,2018,78
Eastern & Southern Africa,rcv1,1980,0
Eastern & Southern Africa,rcv1,1981,0
Eastern & Southern Africa,rcv1,1982,0
Eastern & Southern Africa,rcv1,1983,0
Eastern & Southern Africa,rcv1,1984,0
